_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3182154,324205821,23171049,10,2023-10-27T20:00:00,"500 Block N Negley Ave Pittsburgh, PA 15206",N,Garfield,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1114,9,2,-79.92772733738052,40.46781949813814
3182155,324207963,23170739,99,2023-10-27T10:45:00,"6400 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,MENTAL 201/302,9498 302 (Mental),1115,,,,
3182156,324212725,23171176,0,2023-10-28T00:15:00,"800 Block Loyal Way Pittsburgh, PA 15210",Y,Allentown,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3736 Reckless Driving / 1311 Registration Card to be Signed and Exhibited on Demand. / 1501 Drivers Required to be Licensed. / 1786 Required Financial Responsibility. / 3301 Driving on Right Side of Roadway.,1803,3,5,-79.99365721367347,40.419560428309936
3182157,324244013,23171700,6,2023-10-28T20:00:00,"3000 Block Iowa St Pittsburgh, PA 15219",N,Upper Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,506,6,3,-79.95856426986792,40.4487881616035
3182158,324256251,23171978,6,2023-10-29T08:00:00,"Lawn St & Ophelia St Pittsburgh, PA 15213",N,South Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,409,6,3,-79.96577404988031,40.435747647646096
3182159,324256958,23172005,0,2023-10-29T09:35:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): Harassment,201,6,6,-80.00161356345536,40.438866132202165
3182160,324266286,23172120,99,2023-10-29T14:00:00,"7100 Block Mary Peck Bond Pl Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1201,,,,
3182161,324060081,23169852,0,2023-10-25T20:19:00,"400 Block Avery St Pittsburgh, PA 15212",N,East Allegheny,1,99,9998 Overdose Other,2304,1,1,-80.0013156302337,40.45281498398088
3182162,324122352,23170304,99,2023-10-26T16:02:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3182163,324122365,23170303,99,2023-10-26T14:57:00,"1200 Block Western  Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3182164,324126234,23170355,27,2023-10-26T16:00:00,"900 Block Carpenter Way Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,,,,
3182165,324142246,23170635,6,2023-10-27T03:04:00,"100 Block 48th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,901,,,,
3182166,324144433,23170559,0,2023-10-26T23:17:00,"50 Block 11th St Pittsburgh, PA 15219",Y,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,3,3,-79.98767553769906,40.42896749627302
3182167,324195640,23168357,0,2023-10-23T15:00:00,"Market Square Pittsburgh, PA 15222",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident): ,305,,,NaN,NaN
3182168,323666703,23166230,0,2023-10-19T16:52:00,"1000 Block Arlington Ave Pittsburgh, PA 15203",N,Allentown,3,99,9999 9999 - (Misc. Incident): ,1803,3,5,-79.98897054961961,40.42439824393966
3182169,323669856,23166441,99,2023-10-19T23:48:00,"7700 Block Brashear St Pittsburgh, PA 15221",N,Point Breeze,4,MENTAL 201/302,9498 302 (Mental),1406,9,3,-79.89465010872318,40.44493443611808
3182170,323670078,23164405,6,2023-10-16T13:50:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,706,,,,
3182171,323719452,23166885,99,2023-10-20T19:14:00,"2300 Block N Charles St Pittsburgh, PA 15214",N,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2614,,,,
3182172,323764525,23167621,10,2023-10-22T00:48:00,"5000 Block Columbo St Pittsburgh, PA 15224",Y,Garfield,5,SIMPLE ASSAULT,2701 Simple Assault.,1016,,,,
3182173,323433350,23164544,0,2023-10-16T09:48:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): suspicious neighbor,1408,5,3,-79.9228071341134,40.43791098906633
3182174,-3560102798,23164959,99,2023-10-17T13:01:00,"2300 Block Mc Monagle Ave Pittsburgh, PA 15216",N,Banksville,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2023,2,5,-80.04789773470138,40.40081153042716
3182175,323976565,23169240,29,2023-10-24T21:07:00,"1500 Block Buena Vista St Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2503,6,1,-80.01454683255048,40.457016829237475
3182176,324117595,23170256,11,2023-10-20T16:45:00,"1000 Block Washington Blvd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT OF LEASED PROPERTY,3932 Theft of Leased Property.,1203,9,2,-79.90560241034635,40.46264559936112
3182177,324119242,23170288,27,2023-10-26T14:15:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.92306794719867,40.43587962230115
3182178,324120615,23168388,0,2023-10-23T13:50:00,"Parkman Ave & Lytton Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,403,8,3,-79.95745490840645,40.44788221954722
3182179,324088037,23170027,14,2023-10-26T05:30:00,"2400 Block Shady Ave Pittsburgh, AR 15217",N,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1408,5,3,-79.92063686162334,40.430036065319804
3182180,324261049,23171909,10,2023-10-29T12:26:00,"3500 Block Fleming Ave Pittsburgh, PA 15212",N,Brighton Heights,1,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,2703,1,1,-80.03847786920598,40.47859549639946
3182181,324271166,23172252,3,2023-10-29T19:19:00,"Smithfield St & 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-79.99989132962422,40.438220057480564
3182182,324273716,23172301,27,2023-10-29T19:25:00,"Liberty Ave & S Evaline St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,804,7,2,-79.94218102313188,40.45799068653658
3182183,324274894,23170274,6,2023-10-26T11:19:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,Central North Side,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 4914 False Identification to Law Enforcement Authorities,201,6,1,-80.01656850562077,40.45687440924445
3182184,324275420,23172311,99,2023-10-29T20:57:00,"1700 Block Perrysville Ave Pittsburgh, PA 15212",N,Perry South,1,MENTAL 201/302,9498 302 (Mental),2614,6,1,-80.00954802182409,40.46056913246381
3182185,324276854,23172337,6,2023-10-29T18:55:00,"500 Block N Dunfermline St Pittsburgh, PA 15208",N,Homewood South,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1303,9,2,-79.89474609616786,40.45316493826375
3182186,324289894,23172436,0,2023-10-30T05:35:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): Cardiac arrest,103,6,6,-79.99459104985328,40.435334670473395
3182187,323406517,23164319,99,2023-10-16T10:57:00,"4000 Block Penn Ave Pittsburgh, PA 15201",N,Central Lawrenceville,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),902,7,2,-79.95792744691327,40.46518837697906
3182188,323409392,23164318,99,2023-10-16T11:05:00,"100 Block Station Square Dr W Pittsburgh, PA 15219",N,South Shore,3,MENTAL 201/302,9498 302 (Mental),1921,2,5,-80.00364780244968,40.43339608462265
3182189,323422167,23164447,18,2023-10-16T14:50:00,"4th Ave & Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.99954725828158,40.43873268455722
3182190,323587763,23165719,10,2023-10-18T18:36:00,"10 Block De Foe St Pittsburgh, PA 15214",Y,Perry North,1,HARRASSMENT,2709 Harassment (Non-Specific),2602,1,1,-80.01678605792213,40.487649813092176
3182191,323591619,23165817,10,2023-10-18T21:42:00,"2600 Block Shadeland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704,,,,
3182192,323594796,23165862,6,2023-10-19T00:15:00,"1700 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,,,,
3182193,323599544,23165927,26,2023-10-19T04:50:00,"800 Block Climax St Pittsburgh, PA 15210",N,Allentown,3,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night,1803,3,5,-79.99366007797721,40.41997542893199
3182194,323401552,23164331,0,2023-10-16T11:25:00,"800 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,1702,3,3,-79.9908939455234,40.42809192580887
3182195,323571622,23122835,10,2023-10-18T14:30:00,"300 Block E Elizabeth Trwy Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault.,1515,5,3,-79.9472120826774,40.40656849017254
3182196,323591544,23165820,10,2023-10-18T21:30:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,SIMPLE ASSAULT,2701 Simple Assault.,2509,6,1,-80.00698339373714,40.46031055249301
3182197,323719924,23166738,0,2023-10-20T13:05:00,"Smithfield St & Blvd Of The Allies Pittsburgh, PA 15222",Y,Central Business District,2,99,1786 Required Financial Responsibility.,201,6,6,-80.00018322115504,40.43778601323415
3182198,323333881,23163915,14,2023-10-15T13:00:00,"6700 Block Deary St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1203,9,2,-79.90250085313423,40.46495112706074
3182199,323352060,23164068,29,2023-10-15T20:01:00,"7200 Block Finance St Pittsburgh, PA 15208",N,Homewood South,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1303,9,2,-79.89842624967821,40.45285583326364
3182200,323515288,23165127,10,2023-10-17T18:10:00,"7100 Block Everton St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304 Criminal Mischief.",1202,,,,
3182201,323588449,23165754,18,2023-10-18T19:47:00,"900 Block Brushton Ave Pittsburgh, PA 15221",Y,Homewood North,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,1301,9,2,-79.88807485915886,40.45555791050624
3182202,324028206,23169450,4,2023-10-25T09:00:00,"2600 Block Brownsville Rue Pittsburgh, PA 15227",Y,Carrick,3,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 607.03 Discharging Firearm or Airgun,2904,4,3,-79.97880436583105,40.3854502648648
3182203,324324110,23172496,6,2023-10-30T09:00:00,"4400 Block Howley St Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,903,,,,
3182204,324329256,23172570,99,2023-10-26T12:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3182205,324335200,23172541,6,2023-10-30T07:30:00,"5800 Block Black St Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle,1113,9,2,-79.92464652361116,40.46775216119375
3182206,324356346,23172682,27,2023-10-30T16:15:00,"5th Ave & Darragh St Pittsburgh, PA 15213",N,West Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,402,3,3,-79.96016834941912,40.44055453489371
3182207,324362050,23172750,0,2023-10-30T18:21:00,"Baum Blvd & Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,99,3112 Traffic-Control Signals. / 9999 9999 - (Misc. Incident): non-reportable crash,804,7,2,-79.93964316707483,40.45663498367191
3182208,323657613,23166234,99,2023-10-19T16:28:00,"5800 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,FIRES (SELF STARTING),9493 Fires (Self-Starting),1115,8,2,-79.9314698462019,40.45763551640509
3182209,323659832,23166224,0,2023-10-19T02:30:00,"1000 Block Romine Ave Port Vue, PA 15133",N,North Oakland,OSC,99,9093 Indirect Criminal Contempt,403,,,-79.87243659880254,40.34539065569702
3182210,323666614,23166250,27,2023-10-19T17:32:00,"2200 Block Mc Monagle Ave Pittsburgh, PA 15216",Y,Banksville,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2023,2,5,-80.04466884276898,40.39978012814081
3182211,323670262,23165909,10,2023-10-19T01:30:00,"400 Block Cape May Ave Pittsburgh, PA 15216",Y,Beechview,6,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1916,,,,
3182212,323710769,23166729,0,2023-10-20T12:27:00,"Marshall Ave & Brighton Rd Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): ,2615,6,1,-80.02501639033794,40.466895102018164
3182213,323729315,23167016,99,2023-10-20T23:59:00,"600 Block Napor Blvd Pittsburgh, PA 15205",Y,Fairywood,6,INDUSTRIAL ACCIDENT,9491 Industrial Accident / 9496 Dead on Arrival (DOA),2808,2,5,-80.08843755926007,40.44608717614079
3182214,323516972,23165252,99,2023-10-17T23:49:00,"1400 Block Hyde St Pittsburgh, PA 15205",N,Westwood,6,AIDED CASE,9497 Aided Case,2811,2,5,-80.05473922493081,40.43410005406315
3182215,323578046,23165672,10,2023-10-18T17:10:00,"2000 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2901,4,3,-79.98686773084695,40.39496594765814
3182216,323578876,23165702,27,2023-10-17T16:50:00,"5600 Block 5th Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,703,8,3,-79.93054340023178,40.44916252170552
3182217,323639355,23166127,6,2023-10-19T12:30:00,"200 Block Hillside Dr Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,305,,,,
3182218,323656778,23166215,99,2023-10-19T15:15:00,"3800 Block O Hara St Pittsburgh, PA 15213",Y,North Oakland,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,403,,,,
3182219,323787387,23167878,99,2023-10-22T01:00:00,"100 Block 6th St Pittsburgh, PA 15222",N,Central Business District,2,LOST PROPERTY,9504 Lost Property,201,6,6,-80.00274190443444,40.44404737191309
3182220,323794017,23168019,6,2023-10-22T19:30:00,"2100 Block Merriman Way Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1609,3,3,-79.9758757522832,40.43065540473006
3182221,323794609,23168024,6,2023-10-22T19:53:00,"Baum Blvd & Roup Ave Pittsburgh, PA 15232",N,Friendship,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,807,7,2,-79.93460056619254,40.45812665440648
3182222,323320407,23163710,10,2023-10-15T01:00:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 9015 Failure To Appear/Arrest on Attachment Order / 9501 Bench Warrant / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2304,1,1,-80.00090780760613,40.450893557101246
3182223,323320490,23068851,18,2023-10-15T01:00:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 627.02(b)(i) Possessing a small amount of marijuana,2304,1,1,-80.00090780760613,40.450893557101246
3182224,323344311,23164056,6,2023-10-15T02:30:00,"1200 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,3,3,-79.98621319665266,40.42858285987488
3182225,324414975,23173040,27,2023-10-31T08:45:00,"1900 Block Ley St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,1,1,-79.98176499533265,40.466015912648494
3182226,324447445,23173249,23,2023-10-31T17:00:00,"Liberty Ave & Tito Way Pittsburgh, PA 15222",N,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 9998 Overdose Other,201,6,6,-79.9989566937349,40.44268589865075
3182227,324450380,23173260,0,2023-10-31T17:12:00,"7200 Block Mt Vernon St Pittsburgh, PA 15208",N,Homewood North,5,99,9999 9999 - (Misc. Incident): ,1302,9,2,-79.89440108300467,40.46119407835219
3182228,324452478,23170883,0,2023-10-31T20:30:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9994 PFA Service,201,6,6,-80.00161356345536,40.438866132202165
3182229,324484595,23173580,6,2023-11-01T07:15:00,"1700 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 7613(a) Computer Theft,1702,3,3,-79.98198023689191,40.426880679342375
3182230,324485966,23173604,27,2023-10-28T15:00:00,"Chauncey Dr & Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,509,6,3,-79.97462341864299,40.44981218131871
3182231,323733952,23167129,99,2023-10-21T04:41:00,"400 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2609,1,1,-80.00190476088557,40.479837220529895
3182232,-3714003494,23167311,99,2023-10-21T12:52:00,"2000 Block Mary St Pittsburgh, PA 15203",N,South Side Flats,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1702,3,3,-79.97772248989278,40.42564263981417
3182233,323757700,23167385,6,2023-10-21T15:31:00,"1500 Block Crucible St Pittsburgh, PA 15220",N,Crafton Heights,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2814,,,,
3182234,323757840,23166637,99,2023-10-17T15:27:00,"1500 Block Crucible St Pittsburgh, PA 15220",N,Crafton Heights,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2814,,,,
3182235,323759021,23167508,6,2023-10-21T20:18:00,"2900 Block Merwyn Ave Pittsburgh, PA 15204",Y,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,2018,2,5,-80.0504243954382,40.45572961316996
3182236,323759469,23167569,99,2023-10-21T22:41:00,"1100 Block Sutherland St Pittsburgh, PA 15204",N,Sheraden,6,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2022,2,5,-80.06172177214589,40.45437315844613
3182237,323761948,23166802,6,2023-10-18T09:00:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4101 Forgery.,1918,4,5,-80.01918980614472,40.39287943759868
3182238,323782934,23167898,6,2023-10-22T13:19:00,"400 Block 56th St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1011,,,,
3182239,323792713,23167948,10,2023-10-22T16:08:00,"5600 Block Baum Blvd Pittsburgh, PA 15232",N,Friendship,5,SIMPLE ASSAULT,2701 Simple Assault.,807,,,,
3182240,323800617,23168073,3,2023-10-22T21:56:00,"500 Block S Negley Ave Pittsburgh, PA 15232",Y,Shadyside,4,ROBBERY,3701 Robbery. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 6106 Firearms not to be Carried without a License. / 6110.1 Possesion of Firearm by Minor / 907 Possessing Instruments of Crime. / 903 Criminal Conspiracy.,705,9,2,-79.92772733738052,40.46781949813814
3182241,323511740,23165153,6,2023-10-17T18:00:00,"2100 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,103,6,3,-79.97571209577663,40.437894198650135
3182242,323518191,23165301,18,2023-10-18T02:26:00,"Turrett St & Meadow St Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 607.07 Carrying Fascimiles of Firearms Prohibited,1204,9,2,-79.91043041367134,40.46162740343148
3182243,323630000,23166055,99,2023-10-19T11:20:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2304,1,1,-80.00090780760613,40.450893557101246
3182244,323721451,23166904,6,2023-10-20T19:35:00,"3000 Block Middletown Rd Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief. / 901 Criminal Attempt,2022,2,5,-80.06431901879962,40.449588462707254
